State,Starting Colonies,Maximum Colonies,Lost Colonies,Percent Loss,Added Colonies,Renovated Colonies,Percent Renovated,Year,loss_rate,quarter_label,Season,Region,year_extract_colony,Varroa Mites (Percent),Other pests and parasites (Percent),Diseases (percent),Pesticides (percent),Other (percent),Unknown (percent),year_extract_stressor
Texas,345000.0,350000.0,28000.0,8.0,43000.0,148000.0,42.0,2017-Q2,8.0,Q2,Spring,South,2017,28.7,16.8,1.5,12.4,2.8,1.4,2017
Utah,21000.0,31000.0,2700.0,9.0,12500.0,10000.0,32.0,2017-Q2,8.709677419354838,Q2,Spring,West,2017,36.7,1.3,0.3,0.1,12.6,0.0,2017
Vermont,6000.0,8000.0,170.0,2.0,390.0,190.0,2.0,2017-Q2,2.125,Q2,Spring,Northeast,2017,3.3,0.3,0.3,0.0,0.2,0.5,2017
Virginia,8500.0,9500.0,1000.0,11.0,3100.0,1100.0,12.0,2017-Q2,10.526315789473683,Q2,Spring,South,2017,18.7,18.0,0.9,5.0,1.8,4.8,2017
Washington,75000.0,111000.0,7000.0,6.0,30000.0,20000.0,18.0,2017-Q2,6.306306306306306,Q2,Spring,West,2017,21.3,5.0,4.2,7.5,3.6,0.4,2017
West Virginia,7500.0,7500.0,370.0,5.0,4100.0,2500.0,33.0,2017-Q2,4.933333333333334,Q2,Spring,South,2017,11.6,1.6,1.8,0.4,3.7,1.6,2017
Wisconsin,18000.0,65000.0,4000.0,6.0,13000.0,6500.0,10.0,2017-Q2,6.153846153846154,Q2,Spring,Midwest,2017,13.8,1.7,1.7,2.2,3.2,0.3,2017
Wyoming,15000.0,30000.0,1300.0,4.0,6000.0,3500.0,12.0,2017-Q2,4.333333333333334,Q2,Spring,West,2017,34.1,3.5,12.6,2.8,5.7,1.9,2017
Other,5650.0,7160.0,160.0,2.0,870.0,940.0,13.0,2017-Q2,2.2346368715083798,Q2,Spring,Other,2017,6.7,0.4,0.3,0.0,3.9,0.6,2017
Alabama,7000.0,9500.0,900.0,9.0,690.0,530.0,6.0,2017-Q3,9.473684210526317,Q3,Summer,South,2017,69.5,22.1,0.0,35.4,7.5,3.9,2017
Arizona,26000.0,26000.0,4100.0,16.0,5000.0,3200.0,12.0,2017-Q3,15.769230769230768,Q3,Summer,West,2017,19.8,0.4,0.5,1.1,12.4,6.3,2017
Arkansas,29000.0,29000.0,6000.0,21.0,4400.0,410.0,1.0,2017-Q3,20.689655172413794,Q3,Summer,South,2017,61.4,9.1,0.0,17.0,9.3,2.3,2017
California,590000.0,670000.0,67000.0,10.0,73000.0,74000.0,11.0,2017-Q3,10.0,Q3,Summer,West,2017,42.3,15.8,5.6,13.4,10.1,3.6,2017
Colorado,35000.0,42000.0,4300.0,10.0,2900.0,6410.0,15.0,2017-Q3,10.238095238095237,Q3,Summer,West,2017,52.9,1.4,2.6,9.1,7.8,1.4,2017
Connecticut,3500.0,3500.0,130.0,4.0,50.0,20.0,1.0,2017-Q3,3.7142857142857144,Q3,Summer,Northeast,2017,25.1,1.5,0.1,0.0,13.0,0.0,2017
Florida,176000.0,180000.0,39000.0,22.0,39000.0,42000.0,23.0,2017-Q3,21.666666666666668,Q3,Summer,South,2017,42.9,13.2,3.7,6.3,11.4,21.5,2017
Georgia,121000.0,122000.0,15500.0,13.0,19000.0,23000.0,19.0,2017-Q3,12.704918032786885,Q3,Summer,South,2017,47.6,18.0,2.3,14.1,15.1,6.9,2017
Hawaii,15000.0,15000.0,1100.0,7.0,430.0,20.0,,2017-Q3,7.333333333333333,Q3,Summer,West,2017,2.8,4.3,0.3,0.0,2.0,,2017
Idaho,89000.0,116000.0,12000.0,10.0,9000.0,16500.0,14.0,2017-Q3,10.344827586206897,Q3,Summer,West,2017,53.7,19.1,6.7,15.5,9.5,5.1,2017
Illinois,13000.0,13000.0,1100.0,8.0,710.0,1200.0,9.0,2017-Q3,8.461538461538462,Q3,Summer,Midwest,2017,29.9,14.2,2.8,2.8,4.6,3.3,2017
Indiana,13000.0,13000.0,930.0,7.0,420.0,740.0,6.0,2017-Q3,7.153846153846153,Q3,Summer,Midwest,2017,13.9,5.9,0.4,3.9,3.8,2.0,2017
Iowa,40000.0,43000.0,2200.0,5.0,2100.0,4000.0,9.0,2017-Q3,5.116279069767442,Q3,Summer,Midwest,2017,17.2,7.2,2.4,3.9,4.0,2.2,2017
Kansas,7000.0,7000.0,1700.0,24.0,1400.0,1000.0,14.0,2017-Q3,24.285714285714285,Q3,Summer,Midwest,2017,65.4,52.6,14.8,20.3,1.1,7.4,2017
Kentucky,9000.0,9000.0,1600.0,18.0,450.0,700.0,8.0,2017-Q3,17.77777777777778,Q3,Summer,South,2017,46.4,39.2,4.6,0.6,10.3,6.2,2017
Louisiana,64000.0,64000.0,13500.0,21.0,14500.0,34000.0,53.0,2017-Q3,21.09375,Q3,Summer,South,2017,59.2,74.5,0.3,1.6,4.0,14.9,2017
Maine,5500.0,6000.0,400.0,7.0,210.0,290.0,5.0,2017-Q3,6.666666666666667,Q3,Summer,Northeast,2017,3.4,0.9,0.9,3.9,1.2,0.1,2017
Maryland,8500.0,8500.0,1600.0,19.0,1300.0,600.0,7.0,2017-Q3,18.823529411764707,Q3,Summer,South,2017,8.8,10.1,0.7,1.6,5.1,9.1,2017
Massachusetts,9000.0,9000.0,760.0,8.0,790.0,460.0,5.0,2017-Q3,8.444444444444445,Q3,Summer,Northeast,2017,82.0,0.9,0.7,2.3,0.8,0.1,2017
Michigan,103000.0,109000.0,17500.0,16.0,4300.0,11500.0,11.0,2017-Q3,16.055045871559635,Q3,Summer,Midwest,2017,56.8,11.9,8.6,13.7,15.0,2.9,2017
Minnesota,136000.0,136000.0,20000.0,15.0,1900.0,2200.0,2.0,2017-Q3,14.705882352941178,Q3,Summer,Midwest,2017,39.8,4.7,1.8,9.4,11.6,2.3,2017
Mississippi,24000.0,24000.0,2900.0,12.0,250.0,230.0,1.0,2017-Q3,12.083333333333334,Q3,Summer,South,2017,71.1,4.8,0.7,0.2,18.1,0.7,2017
Missouri,9000.0,9000.0,580.0,6.0,320.0,310.0,3.0,2017-Q3,6.444444444444445,Q3,Summer,Midwest,2017,77.7,36.0,2.8,34.0,1.6,35.0,2017
Montana,154000.0,161000.0,18500.0,11.0,3100.0,23000.0,14.0,2017-Q3,11.490683229813664,Q3,Summer,West,2017,42.3,6.7,6.9,2.2,19.1,2.0,2017
Nebraska,46000.0,47000.0,3700.0,8.0,880.0,13500.0,29.0,2017-Q3,7.872340425531915,Q3,Summer,Midwest,2017,15.1,6.6,0.4,7.1,9.2,0.2,2017
New Jersey,16000.0,16000.0,420.0,3.0,280.0,110.0,1.0,2017-Q3,2.625,Q3,Summer,Northeast,2017,10.7,2.9,0.0,0.8,0.4,1.9,2017
New Mexico,8500.0,8500.0,2500.0,29.0,1800.0,200.0,2.0,2017-Q3,29.411764705882355,Q3,Summer,West,2017,74.3,3.3,17.8,13.6,3.1,0.3,2017
New York,59000.0,59000.0,6500.0,11.0,3100.0,9000.0,15.0,2017-Q3,11.016949152542372,Q3,Summer,Northeast,2017,45.1,19.8,6.2,9.4,13.6,1.8,2017
North Carolina,26000.0,27000.0,3300.0,12.0,4100.0,2900.0,11.0,2017-Q3,12.222222222222221,Q3,Summer,South,2017,74.5,36.1,3.3,20.3,7.6,1.8,2017
North Dakota,470000.0,490000.0,48000.0,10.0,24000.0,100000.0,20.0,2017-Q3,9.795918367346939,Q3,Summer,Midwest,2017,42.0,11.9,3.4,8.1,8.1,1.9,2017
Ohio,23000.0,23000.0,1800.0,8.0,1100.0,1800.0,8.0,2017-Q3,7.82608695652174,Q3,Summer,Midwest,2017,51.5,19.1,4.7,6.7,11.7,7.0,2017
Oklahoma,4400.0,4400.0,510.0,12.0,80.0,270.0,6.0,2017-Q3,11.59090909090909,Q3,Summer,South,2017,22.0,23.0,10.0,3.8,4.7,2.0,2017
Oregon,94000.0,101000.0,13500.0,13.0,7500.0,28000.0,28.0,2017-Q3,13.366336633663368,Q3,Summer,West,2017,54.4,10.6,11.3,13.2,6.4,1.8,2017
Pennsylvania,18500.0,18500.0,1500.0,8.0,6000.0,1600.0,9.0,2017-Q3,8.108108108108109,Q3,Summer,Northeast,2017,41.4,5.7,2.7,3.7,2.2,0.9,2017
South Carolina,14500.0,14500.0,1700.0,12.0,640.0,440.0,3.0,2017-Q3,11.724137931034482,Q3,Summer,South,2017,26.4,11.8,0.2,3.0,5.2,0.8,2017
South Dakota,152000.0,159000.0,16500.0,10.0,6000.0,7500.0,5.0,2017-Q3,10.377358490566039,Q3,Summer,Midwest,2017,47.4,13.4,5.0,10.1,27.0,2.5,2017
Tennessee,10000.0,10000.0,1700.0,17.0,800.0,960.0,10.0,2017-Q3,17.0,Q3,Summer,South,2017,42.8,22.1,2.1,6.0,5.3,6.9,2017
Texas,104000.0,115000.0,15000.0,13.0,21000.0,7500.0,7.0,2017-Q3,13.043478260869565,Q3,Summer,South,2017,33.7,23.0,0.1,24.0,18.3,1.5,2017
Utah,35000.0,35000.0,6500.0,19.0,5500.0,3200.0,9.0,2017-Q3,18.571428571428573,Q3,Summer,West,2017,40.5,0.1,0.5,16.7,15.9,9.1,2017
Vermont,7500.0,7500.0,180.0,2.0,520.0,270.0,4.0,2017-Q3,2.4,Q3,Summer,Northeast,2017,16.8,9.0,4.7,,7.0,0.7,2017
Virginia,11500.0,11500.0,1200.0,10.0,430.0,430.0,4.0,2017-Q3,10.434782608695652,Q3,Summer,South,2017,50.3,26.5,1.5,0.5,4.4,1.6,2017
Washington,82000.0,92000.0,17000.0,18.0,5500.0,10500.0,11.0,2017-Q3,18.478260869565215,Q3,Summer,West,2017,23.7,2.7,2.0,1.2,0.7,2.4,2017
West Virginia,9000.0,9000.0,930.0,10.0,440.0,1900.0,21.0,2017-Q3,10.333333333333334,Q3,Summer,South,2017,23.2,6.2,1.4,0.6,9.5,3.8,2017
Wisconsin,74000.0,75000.0,12500.0,17.0,6000.0,9000.0,12.0,2017-Q3,16.666666666666664,Q3,Summer,Midwest,2017,61.6,21.0,18.5,21.8,13.0,12.1,2017
Wyoming,35000.0,36000.0,5500.0,15.0,3100.0,3500.0,10.0,2017-Q3,15.277777777777779,Q3,Summer,West,2017,21.8,1.6,9.3,4.4,5.6,5.2,2017
Other,8100.0,10000.0,1070.0,11.0,380.0,650.0,7.0,2017-Q3,10.7,Q3,Summer,Other,2017,51.1,4.7,2.3,6.7,1.2,1.3,2017
Alabama,7500.0,7500.0,990.0,13.0,550.0,500.0,7.0,2017-Q4,13.200000000000001,Q4,Fall,South,2017,22.3,10.1,8.8,9.5,1.7,5.2,2017
Arizona,27000.0,30000.0,6500.0,22.0,1300.0,1100.0,4.0,2017-Q4,21.666666666666668,Q4,Fall,West,2017,61.6,4.2,2.3,1.6,4.1,0.1,2017
Arkansas,25000.0,25000.0,7500.0,30.0,2500.0,440.0,2.0,2017-Q4,30.0,Q4,Fall,South,2017,37.5,29.2,26.6,31.0,24.1,0.4,2017
California,680000.0,1200000.0,155000.0,13.0,90000.0,104000.0,9.0,2017-Q4,12.916666666666668,Q4,Fall,West,2017,47.9,14.1,7.4,17.0,17.1,6.3,2017
Colorado,34000.0,34000.0,7000.0,21.0,1500.0,4000.0,12.0,2017-Q4,20.588235294117645,Q4,Fall,West,2017,30.2,0.7,0.2,20.0,15.5,5.3,2017
Connecticut,4000.0,4000.0,330.0,8.0,190.0,110.0,3.0,2017-Q4,8.25,Q4,Fall,Northeast,2017,36.4,2.8,0.0,0.6,1.6,1.6,2017
Florida,180000.0,240000.0,50000.0,21.0,55000.0,36000.0,15.0,2017-Q4,20.833333333333336,Q4,Fall,South,2017,41.4,16.8,7.5,10.4,7.6,26.2,2017
Georgia,125000.0,145000.0,21000.0,14.0,4300.0,2200.0,2.0,2017-Q4,14.482758620689657,Q4,Fall,South,2017,56.8,15.1,12.3,15.3,3.6,4.6,2017
Hawaii,15000.0,15000.0,130.0,1.0,970.0,290.0,2.0,2017-Q4,0.8666666666666666,Q4,Fall,West,2017,57.2,66.1,0.1,0.0,0.1,0.0,2017
Idaho,113000.0,164000.0,9000.0,5.0,10000.0,5000.0,3.0,2017-Q4,5.487804878048781,Q4,Fall,West,2017,34.0,16.9,17.7,14.9,1.7,0.2,2017
Illinois,13500.0,13500.0,1800.0,13.0,140.0,460.0,3.0,2017-Q4,13.333333333333334,Q4,Fall,Midwest,2017,28.9,10.2,0.8,7.9,4.9,4.9,2017
Indiana,11500.0,11500.0,1700.0,15.0,320.0,100.0,1.0,2017-Q4,14.782608695652174,Q4,Fall,Midwest,2017,23.5,5.6,1.7,0.7,3.9,8.0,2017
Iowa,45000.0,45000.0,6500.0,14.0,250.0,3400.0,8.0,2017-Q4,14.444444444444443,Q4,Fall,Midwest,2017,61.0,25.5,12.3,32.6,17.9,5.5,2017
Kansas,6500.0,6500.0,830.0,13.0,140.0,40.0,1.0,2017-Q4,12.769230769230768,Q4,Fall,Midwest,2017,17.9,7.7,3.3,8.6,0.6,10.2,2017
Kentucky,7500.0,7500.0,870.0,12.0,50.0,120.0,2.0,2017-Q4,11.600000000000001,Q4,Fall,South,2017,54.3,24.4,0.5,6.5,5.6,19.1,2017
Louisiana,58000.0,60000.0,2700.0,5.0,390.0,1900.0,3.0,2017-Q4,4.5,Q4,Fall,South,2017,31.5,26.6,0.3,0.6,2.1,10.4,2017
Maine,5500.0,6000.0,60.0,1.0,220.0,110.0,2.0,2017-Q4,1.0,Q4,Fall,Northeast,2017,24.9,6.2,0.4,0.0,0.6,0.0,2017
Maryland,8000.0,10500.0,1300.0,12.0,20.0,410.0,4.0,2017-Q4,12.380952380952381,Q4,Fall,South,2017,7.9,3.1,0.2,1.1,1.8,7.8,2017
Massachusetts,6000.0,6000.0,1100.0,18.0,120.0,550.0,9.0,2017-Q4,18.333333333333332,Q4,Fall,Northeast,2017,13.2,1.2,6.7,2.7,1.5,0.3,2017
Michigan,88000.0,88000.0,11500.0,13.0,990.0,1900.0,2.0,2017-Q4,13.068181818181818,Q4,Fall,Midwest,2017,53.8,13.6,5.3,23.6,1.5,2.0,2017
Minnesota,98000.0,98000.0,7000.0,7.0,1900.0,450.0,,2017-Q4,7.142857142857142,Q4,Fall,Midwest,2017,62.9,4.0,4.2,39.8,7.2,3.1,2017
Mississippi,14000.0,22000.0,3400.0,15.0,280.0,830.0,4.0,2017-Q4,15.454545454545453,Q4,Fall,South,2017,19.3,6.1,1.4,1.5,1.5,4.1,2017
Missouri,9500.0,9500.0,820.0,9.0,100.0,230.0,2.0,2017-Q4,8.631578947368421,Q4,Fall,Midwest,2017,16.7,14.2,1.0,0.1,4.2,1.6,2017
Montana,115000.0,121000.0,13000.0,11.0,5500.0,2900.0,2.0,2017-Q4,10.743801652892563,Q4,Fall,West,2017,54.2,4.1,3.1,5.9,5.3,4.1,2017
Nebraska,42000.0,42000.0,7500.0,18.0,80.0,50.0,,2017-Q4,17.857142857142858,Q4,Fall,Midwest,2017,26.6,3.3,4.1,2.1,4.3,11.5,2017
New Jersey,15500.0,15500.0,1200.0,8.0,330.0,270.0,2.0,2017-Q4,7.741935483870968,Q4,Fall,Northeast,2017,18.9,6.8,4.4,4.4,3.3,0.0,2017
New Mexico,8000.0,8000.0,1900.0,24.0,1700.0,0.0,0.0,2017-Q4,23.75,Q4,Fall,West,2017,86.1,0.3,0.0,10.3,10.0,1.0,2017
New York,51000.0,51000.0,3900.0,8.0,820.0,460.0,1.0,2017-Q4,7.647058823529412,Q4,Fall,Northeast,2017,22.3,12.7,8.0,5.4,0.4,2.6,2017
North Carolina,23000.0,23000.0,5000.0,22.0,60.0,290.0,1.0,2017-Q4,21.73913043478261,Q4,Fall,South,2017,64.2,16.3,3.9,1.5,11.7,6.7,2017
North Dakota,410000.0,410000.0,26000.0,6.0,10000.0,2900.0,1.0,2017-Q4,6.341463414634147,Q4,Fall,Midwest,2017,41.7,16.5,0.2,0.5,0.9,0.3,2017
Ohio,18500.0,18500.0,2800.0,15.0,510.0,960.0,5.0,2017-Q4,15.135135135135137,Q4,Fall,Midwest,2017,45.3,23.3,7.1,6.4,8.4,2.9,2017
Oregon,94000.0,94000.0,10000.0,11.0,70.0,18500.0,20.0,2017-Q4,10.638297872340425,Q4,Fall,West,2017,50.6,23.3,28.0,14.2,3.9,1.8,2017
Pennsylvania,24000.0,24000.0,5500.0,23.0,2500.0,1100.0,5.0,2017-Q4,22.916666666666664,Q4,Fall,Northeast,2017,44.7,5.4,1.0,6.9,2.9,2.3,2017
South Carolina,12500.0,15000.0,2000.0,13.0,1300.0,750.0,5.0,2017-Q4,13.333333333333334,Q4,Fall,South,2017,31.6,19.4,14.6,0.2,1.9,1.9,2017
South Dakota,111000.0,111000.0,6500.0,6.0,0.0,0.0,0.0,2017-Q4,5.8558558558558556,Q4,Fall,Midwest,2017,17.3,0.1,4.1,4.4,7.5,2.7,2017
Tennessee,8500.0,10500.0,1300.0,12.0,230.0,320.0,3.0,2017-Q4,12.380952380952381,Q4,Fall,South,2017,22.8,18.9,0.2,2.0,7.5,15.3,2017
Texas,127000.0,285000.0,20000.0,7.0,3200.0,1900.0,1.0,2017-Q4,7.017543859649122,Q4,Fall,South,2017,33.9,21.4,7.1,2.9,3.8,5.2,2017
Utah,29000.0,29000.0,2000.0,7.0,480.0,70.0,,2017-Q4,6.896551724137931,Q4,Fall,West,2017,24.3,8.9,11.0,9.2,9.4,19.8,2017
Vermont,6500.0,6500.0,470.0,7.0,10.0,10.0,,2017-Q4,7.230769230769231,Q4,Fall,Northeast,2017,96.6,44.5,22.1,55.2,5.7,1.8,2017
Virginia,9500.0,9500.0,1100.0,12.0,300.0,210.0,2.0,2017-Q4,11.578947368421053,Q4,Fall,South,2017,20.9,20.6,1.3,7.5,6.9,3.9,2017
Washington,66000.0,72000.0,4000.0,6.0,2900.0,14000.0,19.0,2017-Q4,5.555555555555555,Q4,Fall,West,2017,21.7,6.0,,0.3,0.4,0.2,2017
West Virginia,8500.0,8500.0,1200.0,14.0,70.0,1600.0,19.0,2017-Q4,14.117647058823529,Q4,Fall,South,2017,60.1,5.3,2.4,0.1,7.8,3.6,2017
Wisconsin,51000.0,55000.0,8500.0,15.0,530.0,3000.0,5.0,2017-Q4,15.454545454545453,Q4,Fall,Midwest,2017,53.1,36.9,33.1,22.8,15.3,15.2,2017
Wyoming,28000.0,29000.0,3500.0,12.0,2500.0,320.0,1.0,2017-Q4,12.068965517241379,Q4,Fall,West,2017,38.0,2.4,8.4,5.9,8.1,0.6,2017
Other,6070.0,6970.0,360.0,5.0,150.0,240.0,3.0,2017-Q4,5.164992826398852,Q4,Fall,Other,2017,11.5,1.7,3.0,2.2,1.0,2.4,2017
Alabama,7500.0,7500.0,820.0,11.0,1200.0,1500.0,20.0,2018-Q1,10.933333333333334,Q1,Winter,South,2018,29.2,30.2,1.9,14.9,8.6,4.5,2018
Arizona,25000.0,26000.0,6000.0,23.0,810.0,230.0,1.0,2018-Q1,23.076923076923077,Q1,Winter,West,2018,36.3,4.3,4.6,15.3,7.9,4.2,2018
Arkansas,22000.0,22000.0,7500.0,34.0,540.0,810.0,4.0,2018-Q1,34.090909090909086,Q1,Winter,South,2018,21.1,9.6,1.0,23.0,4.6,13.9,2018
California,1150000.0,1540000.0,215000.0,14.0,205000.0,133000.0,9.0,2018-Q1,13.96103896103896,Q1,Winter,West,2018,41.3,11.3,4.8,11.5,8.0,4.9,2018
Colorado,13000.0,21000.0,4900.0,23.0,1400.0,190.0,1.0,2018-Q1,23.333333333333332,Q1,Winter,West,2018,31.7,0.8,3.8,0.5,13.7,2.4,2018
Connecticut,2900.0,2900.0,140.0,5.0,220.0,330.0,11.0,2018-Q1,4.827586206896552,Q1,Winter,Northeast,2018,14.5,0.7,0.0,0.8,7.7,3.5,2018
Florida,245000.0,255000.0,39000.0,15.0,57000.0,38000.0,15.0,2018-Q1,15.294117647058824,Q1,Winter,South,2018,31.7,15.3,4.5,9.2,5.5,16.0,2018
Georgia,134000.0,139000.0,25000.0,18.0,29000.0,39000.0,28.0,2018-Q1,17.985611510791365,Q1,Winter,South,2018,39.6,18.7,0.9,14.8,27.1,2.1,2018
Hawaii,17000.0,17000.0,1600.0,9.0,1200.0,5000.0,29.0,2018-Q1,9.411764705882353,Q1,Winter,West,2018,83.0,84.5,0.1,0.0,0.1,,2018
Idaho,164000.0,168000.0,22000.0,13.0,2500.0,2600.0,2.0,2018-Q1,13.095238095238097,Q1,Winter,West,2018,28.3,5.7,0.8,3.4,3.4,0.4,2018
Illinois,10500.0,10500.0,2400.0,23.0,1000.0,630.0,6.0,2018-Q1,22.857142857142858,Q1,Winter,Midwest,2018,25.7,11.2,3.6,3.5,10.4,10.9,2018
Indiana,7000.0,8000.0,1000.0,13.0,300.0,30.0,,2018-Q1,12.5,Q1,Winter,Midwest,2018,33.4,8.3,3.0,0.5,9.9,3.7,2018
Iowa,41000.0,44000.0,2100.0,5.0,270.0,110.0,,2018-Q1,4.772727272727273,Q1,Winter,Midwest,2018,5.3,1.1,0.3,0.6,0.6,1.4,2018
Kansas,3700.0,3700.0,950.0,26.0,370.0,410.0,11.0,2018-Q1,25.675675675675674,Q1,Winter,Midwest,2018,63.0,20.3,1.0,4.3,27.9,9.1,2018
Kentucky,5500.0,5500.0,1200.0,22.0,760.0,20.0,,2018-Q1,21.818181818181817,Q1,Winter,South,2018,43.0,29.6,0.9,11.0,8.0,5.9,2018
Louisiana,50000.0,52000.0,3600.0,7.0,4100.0,320.0,1.0,2018-Q1,6.923076923076923,Q1,Winter,South,2018,4.9,0.7,0.2,0.7,4.5,1.6,2018
Maine,1900.0,1900.0,410.0,22.0,20.0,30.0,2.0,2018-Q1,21.578947368421055,Q1,Winter,Northeast,2018,23.6,0.6,0.2,0.0,5.2,7.4,2018
Maryland,8000.0,8000.0,1600.0,20.0,400.0,190.0,2.0,2018-Q1,20.0,Q1,Winter,South,2018,18.2,5.6,4.4,1.5,14.3,3.1,2018
Massachusetts,3700.0,3700.0,1000.0,27.0,240.0,290.0,8.0,2018-Q1,27.027027027027028,Q1,Winter,Northeast,2018,19.6,1.1,0.8,0.8,9.6,7.4,2018
Michigan,16500.0,37000.0,7000.0,19.0,4000.0,3900.0,11.0,2018-Q1,18.91891891891892,Q1,Winter,Midwest,2018,21.4,3.5,0.7,7.4,12.0,5.9,2018
Minnesota,39000.0,62000.0,3900.0,6.0,8000.0,2900.0,5.0,2018-Q1,6.290322580645161,Q1,Winter,Midwest,2018,2.0,0.7,1.9,0.6,1.1,1.6,2018
Mississippi,19000.0,32000.0,2000.0,6.0,28000.0,5500.0,17.0,2018-Q1,6.25,Q1,Winter,South,2018,7.0,4.8,,0.6,2.4,34.4,2018
Missouri,8000.0,8000.0,1400.0,18.0,1400.0,50.0,,2018-Q1,17.5,Q1,Winter,Midwest,2018,86.0,77.8,0.3,3.5,26.5,23.9,2018
Nebraska,6500.0,14000.0,430.0,3.0,0.0,0.0,0.0,2018-Q1,3.0714285714285716,Q1,Winter,Midwest,2018,4.5,1.6,0.0,2.8,1.7,0.9,2018
New Jersey,6500.0,6500.0,730.0,11.0,180.0,190.0,3.0,2018-Q1,11.23076923076923,Q1,Winter,Northeast,2018,14.9,1.9,0.0,0.4,3.8,0.8,2018
New Mexico,7500.0,7500.0,3900.0,52.0,180.0,0.0,0.0,2018-Q1,52.0,Q1,Winter,West,2018,42.8,0.5,0.0,1.3,9.4,0.5,2018
New York,26000.0,26000.0,3700.0,14.0,400.0,170.0,1.0,2018-Q1,14.23076923076923,Q1,Winter,Northeast,2018,25.3,11.9,1.4,1.9,8.0,6.0,2018
North Carolina,18500.0,18500.0,4200.0,23.0,2400.0,260.0,1.0,2018-Q1,22.702702702702705,Q1,Winter,South,2018,29.7,10.2,0.3,0.3,13.4,8.0,2018
North Dakota,66000.0,101000.0,3200.0,3.0,2600.0,10.0,,2018-Q1,3.1683168316831685,Q1,Winter,Midwest,2018,1.4,0.1,1.1,0.0,0.8,0.0,2018
Ohio,12000.0,14000.0,4500.0,32.0,300.0,580.0,4.0,2018-Q1,32.142857142857146,Q1,Winter,Midwest,2018,39.6,10.0,6.5,3.2,15.8,11.6,2018
Oklahoma,17000.0,18000.0,3700.0,21.0,890.0,240.0,1.0,2018-Q1,20.555555555555554,Q1,Winter,South,2018,24.1,8.5,3.2,0.1,3.1,2.0,2018
Oregon,81000.0,89000.0,4800.0,5.0,16500.0,3900.0,4.0,2018-Q1,5.393258426966292,Q1,Winter,West,2018,36.0,0.7,1.2,6.7,3.7,1.0,2018
Pennsylvania,14500.0,15000.0,3300.0,22.0,1200.0,670.0,4.0,2018-Q1,22.0,Q1,Winter,Northeast,2018,34.4,5.6,3.3,9.3,5.9,9.9,2018
South Carolina,13500.0,14500.0,1800.0,12.0,1900.0,2800.0,19.0,2018-Q1,12.413793103448276,Q1,Winter,South,2018,29.3,15.5,0.7,2.6,13.5,3.0,2018
South Dakota,23000.0,29000.0,390.0,1.0,250.0,90.0,,2018-Q1,1.3448275862068966,Q1,Winter,Midwest,2018,4.4,0.1,,,0.5,0.1,2018
Tennessee,10000.0,10000.0,3400.0,34.0,540.0,470.0,5.0,2018-Q1,34.0,Q1,Winter,South,2018,29.2,20.4,2.3,3.0,13.2,19.7,2018
Texas,205000.0,290000.0,32000.0,11.0,124000.0,42000.0,14.0,2018-Q1,11.03448275862069,Q1,Winter,South,2018,21.5,10.1,4.8,0.2,1.7,10.3,2018
Utah,7500.0,17000.0,620.0,4.0,490.0,50.0,,2018-Q1,3.6470588235294117,Q1,Winter,West,2018,18.7,0.0,0.1,0.0,0.1,0.5,2018
Vermont,5500.0,5500.0,810.0,15.0,20.0,0.0,0.0,2018-Q1,14.727272727272728,Q1,Winter,Northeast,2018,17.0,1.2,0.3,0.6,2.0,0.8,2018
Virginia,7000.0,7000.0,2100.0,30.0,540.0,160.0,2.0,2018-Q1,30.0,Q1,Winter,South,2018,26.0,11.3,0.3,3.9,7.7,16.3,2018
Washington,44000.0,90000.0,4600.0,5.0,7000.0,870.0,1.0,2018-Q1,5.111111111111112,Q1,Winter,West,2018,8.5,0.9,1.0,1.9,0.4,0.4,2018
West Virginia,4700.0,8500.0,2500.0,29.0,330.0,60.0,1.0,2018-Q1,29.411764705882355,Q1,Winter,South,2018,15.0,8.0,2.0,3.4,20.8,4.9,2018
Wisconsin,21000.0,29000.0,4600.0,16.0,2800.0,1600.0,6.0,2018-Q1,15.862068965517242,Q1,Winter,Midwest,2018,14.1,3.7,1.2,1.5,3.6,3.7,2018
Wyoming,5500.0,9000.0,220.0,2.0,70.0,0.0,0.0,2018-Q1,2.4444444444444446,Q1,Winter,West,2018,0.8,0.3,0.1,0.0,1.9,0.9,2018
Other,3820.0,7020.0,1870.0,27.0,160.0,40.0,1.0,2018-Q1,26.638176638176635,Q1,Winter,Other,2018,20.7,0.4,0.1,0.0,1.9,1.1,2018
Alabama,7000.0,8500.0,650.0,8.0,1700.0,710.0,8.0,2018-Q2,7.647058823529412,Q2,Spring,South,2018,25.2,27.3,1.3,14.4,9.4,2.1,2018
Arizona,19000.0,19500.0,2600.0,13.0,14000.0,2100.0,11.0,2018-Q2,13.333333333333334,Q2,Spring,West,2018,73.8,7.2,32.8,0.8,14.3,4.1,2018
Arkansas,14500.0,16000.0,2000.0,13.0,13000.0,1900.0,12.0,2018-Q2,12.5,Q2,Spring,South,2018,30.9,12.8,0.7,2.2,17.0,13.2,2018
California,1130000.0,1200000.0,110000.0,9.0,172000.0,255000.0,21.0,2018-Q2,9.166666666666666,Q2,Spring,West,2018,41.5,10.2,11.1,13.7,9.0,5.0,2018
Colorado,16500.0,27000.0,3000.0,11.0,12500.0,4700.0,17.0,2018-Q2,11.11111111111111,Q2,Spring,West,2018,41.7,,12.7,3.6,4.2,0.5,2018
